  1.0  0.0
  1.0  0.004241
  1.0  0.000581
  1.0  0.003195
  1.0  0.002673
  1.0  0.002150
  1.0  0.001627
  1.0  0.001104
  1.0  0.000581
  1.0  0.000581
  1.0  0.003718
  1.0  0.005287
  1.0  0.004764
  0.991023  0.005908
  0.982046  0.006006
  0.973070  0.006104
  0.964093  0.006202
  0.955116  0.006301
  0.946140  0.006399
  0.937163  0.006497
  0.928187  0.006595
  0.919210  0.006694
  0.910233  0.006792
  0.910233  0.006792
  0.900307  0.006938
  0.890381  0.007084
  0.880455  0.007230
  0.870529  0.007376
  0.860603  0.007522
  0.850676  0.007669
  0.840750  0.007815
  0.830824  0.007961
  0.820898  0.008107
  0.810972  0.008253
  0.810972  0.008253
  0.801057  0.008437
  0.791142  0.008622
  0.781226  0.008806
  0.771311  0.008991
  0.761396  0.009175
  0.751481  0.009360
  0.741566  0.009544
  0.731650  0.009728
  0.721735  0.009913
  0.711820  0.010097
  0.711820  0.010097
  0.701906  0.010319
  0.691992  0.010540
  0.682078  0.010762
  0.672163  0.010984
  0.662249  0.011205
  0.652335  0.011427
  0.642421  0.011648
  0.632507  0.011870
  0.622592  0.012092
  0.612678  0.012313
  0.612678  0.012313
  0.602533  0.012577
  0.592388  0.012841
  0.582243  0.013106
  0.572098  0.013370
  0.561953  0.013634
  0.551808  0.013898
  0.541663  0.014162
  0.531518  0.014427
  0.521373  0.014691
  0.511228  0.014955
  0.511228  0.014955
  0.501092  0.015256
  0.490956  0.015558
  0.480820  0.015859
  0.470684  0.016160
  0.460548  0.016462
  0.450412  0.016763
  0.440276  0.017064
  0.430140  0.017366
  0.420004  0.017667
  0.409868  0.017968
  0.409868  0.017968
  0.399760  0.018306
  0.389652  0.018643
  0.379544  0.018980
  0.369436  0.019318
  0.359328  0.019655
  0.349220  0.019992
  0.339112  0.020329
  0.329004  0.020667
  0.318896  0.021004
  0.308788  0.021341
  0.308788  0.021341
  0.298691  0.021714
  0.288594  0.022086
  0.278497  0.022458
  0.268400  0.022831
  0.258303  0.023203
  0.248206  0.023575
  0.238109  0.023947
  0.228012  0.024320
  0.217915  0.024692
  0.207818  0.025064
  0.207818  0.025064
  0.197731  0.025469
  0.187645  0.025874
  0.177558  0.026279
  0.167471  0.026684
  0.157385  0.027089
  0.147298  0.027494
  0.137212  0.027899
  0.127125  0.028303
  0.117038  0.028708
  0.106952  0.029113
  0.106952  0.029113
  0.106952  0.029113
  0.106952  0.029113
  0.105218  0.028780
  0.103483  0.028446
  0.101749  0.028112
  0.100014  0.027778
  0.098280  0.027444
  0.096546  0.027111
  0.094811  0.026777
  0.093077  0.026443
  0.091343  0.026109
  0.089609  0.025776
  0.089609  0.025776
  0.085554  0.024990
  0.081512  0.024198
  0.077482  0.023399
  0.073465  0.022593
  0.069460  0.021780
  0.065468  0.020960
  0.061489  0.020133
  0.057523  0.019300
  0.053569  0.018459
  0.049620  0.017612
  0.049620  0.017612
  0.040831  0.015493
  0.032717  0.013093
  0.025358  0.010436
  0.018827  0.007549
  0.013188  0.004460
  0.008498  0.001199
  0.0  0.0
  0.0  0.0
  0.0  -0.01289
  2.930089  -0.01289
  0.000532  -0.01650
  0.000533  -0.00928
  0.002139  -0.02008
  0.002139  -0.00570
  0.004803  -0.02358
  0.004803  -0.00219
  0.008498  -0.02698
  0.013188  -0.03024
  0.018826  -0.03333
  0.025357  -0.03622
  0.032716  -0.03887
  0.040830  -0.04127
  0.049624  -0.04339
  0.049624  -0.04339
  0.052204  -0.04395
  0.054789  -0.04450
  0.057380  -0.04505
  0.059977  -0.04560
  0.062579  -0.04614
  0.065186  -0.04668
  0.067799  -0.04722
  0.070417  -0.04776
  0.073041  -0.04829
  0.075672  -0.04882
  0.075672  -0.04882
  0.088471  -0.04810
  0.101270  -0.04738
  0.114070  -0.04665
  0.126869  -0.04593
  0.139668  -0.04521
  0.152468  -0.04449
  0.165267  -0.04377
  0.178066  -0.04305
  0.190866  -0.04233
  0.203665  -0.04160
  0.203665  -0.04160
  0.226805  -0.04033
  0.249945  -0.03905
  0.273086  -0.03777
  0.296226  -0.03649
  0.319366  -0.03521
  0.342506  -0.03393
  0.365647  -0.03266
  0.388787  -0.03138
  0.411927  -0.03010
  0.435067  -0.02882
  0.435067  -0.02882
  0.458661  -0.02756
  0.482255  -0.02630
  0.505848  -0.02504
  0.529442  -0.02378
  0.553036  -0.02252
  0.576630  -0.02126
  0.600223  -0.02000
  0.623817  -0.01874
  0.647411  -0.01748
  0.671004  -0.01622
  0.671004  -0.01622
  0.686476  -0.01542
  0.701949  -0.01462
  0.717421  -0.01382
  0.732893  -0.01302
  0.748365  -0.01222
  0.763837  -0.01142
  0.779310  -0.01062
  0.794782  -0.00982
  0.810254  -0.00902
  0.825726  -0.00822
  0.825726  -0.00822
  0.843153  -0.00734
  0.860581  -0.00646
  0.878008  -0.00558
  0.895435  -0.00470
  0.912863  -0.00382
  0.930290  -0.00294
  0.947717  -0.00205
  0.965145  -0.00117
  0.982572  -0.00029
  1.0  0.0
