  1.0  0.0
  1.0  0.002946
  1.0  0.004420
  1.0  0.005895
  1.0  0.007370
  1.0  0.008844
  1.0  0.010319
  1.0  0.001471
  0.990131  0.011926
  0.980262  0.012059
  0.970393  0.012192
  0.960524  0.012325
  0.950655  0.012458
  0.940787  0.012590
  0.930918  0.012723
  0.921049  0.012856
  0.911180  0.012989
  0.901311  0.013122
  0.901311  0.013122
  0.891449  0.013301
  0.881587  0.013481
  0.871726  0.013661
  0.861864  0.013841
  0.852002  0.014020
  0.842140  0.014200
  0.832278  0.014380
  0.822416  0.014560
  0.812554  0.014739
  0.802692  0.014919
  0.802692  0.014919
  0.792840  0.015147
  0.782988  0.015375
  0.773135  0.015603
  0.763283  0.015831
  0.753431  0.016059
  0.743578  0.016287
  0.733726  0.016515
  0.723874  0.016743
  0.714021  0.016971
  0.704169  0.017199
  0.704169  0.017199
  0.694501  0.017472
  0.684833  0.017745
  0.675166  0.018017
  0.665498  0.018290
  0.655830  0.018563
  0.646163  0.018835
  0.636495  0.019108
  0.626827  0.019381
  0.617159  0.019654
  0.607492  0.019926
  0.607492  0.019926
  0.597838  0.020249
  0.588184  0.020571
  0.578530  0.020894
  0.568876  0.021216
  0.559222  0.021538
  0.549568  0.021861
  0.539914  0.022183
  0.530260  0.022506
  0.520606  0.022828
  0.510952  0.023151
  0.510952  0.023151
  0.501314  0.023523
  0.491676  0.023896
  0.482039  0.024268
  0.472401  0.024641
  0.462763  0.025013
  0.453126  0.025386
  0.443488  0.025759
  0.433850  0.026131
  0.424213  0.026504
  0.414575  0.026876
  0.414575  0.026876
  0.404755  0.027307
  0.394934  0.027738
  0.385114  0.028169
  0.375293  0.028600
  0.365473  0.029031
  0.355653  0.029462
  0.345832  0.029894
  0.336012  0.030325
  0.326191  0.030756
  0.316371  0.031187
  0.316371  0.031187
  0.306570  0.031667
  0.296770  0.032148
  0.286970  0.032629
  0.277169  0.033110
  0.267369  0.033590
  0.257568  0.034071
  0.247768  0.034552
  0.237967  0.035033
  0.228167  0.035513
  0.218367  0.035994
  0.218367  0.035994
  0.208590  0.036524
  0.198813  0.037054
  0.189036  0.037583
  0.179259  0.038113
  0.169482  0.038643
  0.159705  0.039173
  0.149928  0.039702
  0.140151  0.040232
  0.130375  0.040762
  0.120598  0.041292
  0.120598  0.041292
  0.119578  0.041350
  0.118559  0.041408
  0.117539  0.041466
  0.116520  0.041524
  0.115501  0.041583
  0.114481  0.041641
  0.113462  0.041699
  0.112442  0.041757
  0.111423  0.041815
  0.110404  0.041873
  0.110404  0.041873
  0.110404  0.041873
  0.110404  0.041873
  0.107101  0.041238
  0.103799  0.040602
  0.100497  0.039967
  0.097195  0.039331
  0.093893  0.038696
  0.090591  0.038060
  0.087289  0.037425
  0.083987  0.036789
  0.080685  0.036154
  0.077383  0.035519
  0.077383  0.035519
  0.073192  0.034682
  0.069083  0.033802
  0.065058  0.032880
  0.061122  0.031916
  0.057279  0.030911
  0.053532  0.029866
  0.049886  0.028783
  0.046344  0.027662
  0.042908  0.026505
  0.039584  0.025310
  0.039584  0.025310
  0.032339  0.022419
  0.025747  0.019359
  0.019846  0.016146
  0.014665  0.012798
  0.010234  0.009332
  0.006575  0.005767
  0.003709  0.002123
  0.0  0.0
  0.0  0.0
  0.0  -0.00909
  0.0  -0.00909
  0.000410  -0.00532
  0.000413  -0.01285
  0.001650  -0.00158
  0.001653  -0.01660
  0.003711  -0.02030
  0.006577  -0.02394
  0.010235  -0.02751
  0.014666  -0.03097
  0.019846  -0.03432
  0.025748  -0.03754
  0.032339  -0.04060
  0.039584  -0.04349
  0.039584  -0.04349
  0.042909  -0.04468
  0.046344  -0.04584
  0.049887  -0.04696
  0.053534  -0.04804
  0.057281  -0.04909
  0.061125  -0.05009
  0.065061  -0.05106
  0.069086  -0.05198
  0.073197  -0.05286
  0.077383  -0.05369
  0.077383  -0.05369
  0.079833  -0.05417
  0.082284  -0.05464
  0.084734  -0.05511
  0.087184  -0.05558
  0.089635  -0.05605
  0.092085  -0.05652
  0.094535  -0.05700
  0.096986  -0.05747
  0.099436  -0.05794
  0.106503  -0.05809
  0.111119  -0.05777
  0.115736  -0.05746
  0.120352  -0.05714
  0.124969  -0.05682
  0.129585  -0.05650
  0.134202  -0.05618
  0.138818  -0.05586
  0.143435  -0.05554
  0.148052  -0.05523
  0.148052  -0.05523
  0.162819  -0.05423
  0.177586  -0.05324
  0.192354  -0.05225
  0.207121  -0.05125
  0.221889  -0.05026
  0.236656  -0.04927
  0.251424  -0.04827
  0.266191  -0.04728
  0.280958  -0.04629
  0.295726  -0.04529
  0.295726  -0.04529
  0.310516  -0.04434
  0.325305  -0.04338
  0.340095  -0.04243
  0.354885  -0.04147
  0.369675  -0.04052
  0.384465  -0.03956
  0.399255  -0.03861
  0.414044  -0.03765
  0.428834  -0.03670
  0.443624  -0.03574
  0.443624  -0.03574
  0.459551  -0.03475
  0.475478  -0.03377
  0.491405  -0.03278
  0.507332  -0.03179
  0.523259  -0.03081
  0.539186  -0.02982
  0.555113  -0.02883
  0.571040  -0.02785
  0.586967  -0.02686
  0.602895  -0.02587
  0.602895  -0.02587
  0.618855  -0.02492
  0.634815  -0.02397
  0.650775  -0.02302
  0.666735  -0.02208
  0.682695  -0.02113
  0.698655  -0.02018
  0.714615  -0.01923
  0.730576  -0.01828
  0.746536  -0.01733
  0.762496  -0.01638
  0.762496  -0.01638
  0.778463  -0.01547
  0.794430  -0.01456
  0.810397  -0.01364
  0.826365  -0.01273
  0.842332  -0.01182
  0.858299  -0.01091
  0.874266  -0.01000
  0.890233  -0.00908
  0.906201  -0.00817
  0.922168  -0.00726
  0.922168  -0.00726
  0.929951  -0.00683
  0.937734  -0.00640
  0.945517  -0.00597
  0.953300  -0.00554
  0.961084  -0.00510
  0.968867  -0.00467
  0.976650  -0.00424
  0.984433  -0.00381
  0.992216  -0.00338
  1.0  -0.00295
  1.0  -0.00295
  1.0  -0.00295
  1.0  -0.00295
  1.0  -0.00295
  1.0  -0.00147
  1.0  0.0
