  1.0  0.0
  1.0  0.002471
  0.889931  0.005973
  0.779862  0.009474
  0.669794  0.012975
  0.559725  0.016477
  0.449656  0.019978
  0.339588  0.023480
  0.229519  0.026981
  0.119450  0.030483
  0.009382  0.033984
  0.009382  0.033984
  0.009382  0.033984
  0.009382  0.033984
  0.006054  0.027453
  0.003427  0.020610
  0.001530  0.013529
  0.000383  0.006290
  0.0  0.0
  0.0  0.0
  0.0  -0.00102
  0.000383  -0.00834
  0.001530  -0.01558
  0.003427  -0.02267
  0.006054  -0.02951
  0.009382  -0.03604
  0.009382  -0.03604
  0.009382  -0.03604
  0.119450  -0.03254
  0.229519  -0.02904
  0.339588  -0.02553
  0.449656  -0.02203
  0.559725  -0.01853
  0.669794  -0.01503
  0.779862  -0.01153
  0.889931  -0.00803
  1.0  -0.00453
  1.0  0.0
